"Catalog Number","Additional Identifier Values","Collector","Associated Collectors","Number","Date","Verbatim Date","Year","Month","Day","Day of year range","Scientific Name","Author","Identification Qualifier","Family","Identified By","Date Identified","ID References","ID Remarks","Taxon Remarks","Country","State/Province","Muncipality","Locality","Location ID","Locality Security","Latitude","Longitude","Uncertainty (meters)","Datum","Verbatim Coordinates","Elevation in Meters","Verbatim Elevation","Depth in Meters","Verbatim Depth","Georeferenced By","Georeference Protocol","Georeference Sources","Georef Verification Status","Georeference Remarks","Habitat","Substrate","Associated Taxa","Description","Notes","Dynamic Properties","Life Stage","Sex","Individual Count","Sampling Protocol","Preparations","Phenology","Establishment Means","Cultivated Checkbox","Type Status","Disposition","Occurrence Id","Field Number","Owner Code","Basis of Record","Language","Processing Status","Label Project","Duplicate Quantity"
NA,NA,"Reed Clark Benkendorf",NA,2929,2023-08-17,"08.17.2023",2023,8,17,NA,"Cercocarpus ledifolius Nutt.","Nutt.",NA,"Rosaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2930,2023-08-17,"08.17.2023",2023,8,17,NA,"Ceanothus velutinus Douglas ex Hook.","Douglas ex Hook.",NA,"Rhamnaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2931,2023-08-17,"08.17.2023",2023,8,17,NA,NA,NA,NA,NA,"RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2932,2023-08-17,"08.17.2023",2023,8,17,NA,"Artemisia arbuscula Nutt.","Nutt.",NA,"Asteraceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Reed Clark Benkendorf",NA,2933,2023-08-17,"08.17.2023",2023,8,17,NA,"Holodiscus discolor (Pursh) Maxim. var. glabrescens (Greenm.) Jeps.","(Greenm.) Jeps.",NA,"Rosaceae","RCB",2023-08-20,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.5mi at 349° from Big Indian crk.",NA,NA,42.6734,-118.6943,"+/- 5m'","WGS84",NA,"2,210","2,210",NA,NA,NA,NA,NA,NA,NA,"Sage meadows amid mixed mahogany forest",NA,"Cercocarpus ledifolius, Artemisia tridentata, Symphoricarpos sp., Bromus sitchensis, Elymus elymoides, Eriogonum heracleoides, E. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",1,2023-06-20,"6.20.2023",2023,6,20,NA,"Astragalus filipes Torr. ex A. Gray","Torr. ex A. Gray",NA,"Fabaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.9mi at 228° from Road lk.",NA,NA,43.0276,-118.633,"+/- 5m'","WGS84",NA,"1,415","1,415",NA,NA,NA,NA,NA,NA,NA,"Gravelly lithosols on rim of a basalt mesa",NA,"Erigeron linearis, Lomatium cous, Balsamorhiza hookeri, Scuttelaria antirrhinoides, S. nana, Bromus tectorum, Penstemon deustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",2,2023-06-20,"6.20.2023",2023,6,20,NA,"Sphaeralcea munroana (Douglas ex Lindl) Spach","(Douglas ex Lindl.) Spach",NA,"Malvaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.9mi at 228° from Road lk.",NA,NA,43.0276,-118.633,"+/- 5m'","WGS84",NA,"1,415","1,415",NA,NA,NA,NA,NA,NA,NA,"Gravelly lithosols on rim of a basalt mesa",NA,"Erigeron linearis, Lomatium cous, Balsamorhiza hookeri, Scuttelaria antirrhinoides, S. nana, Bromus tectorum, Penstemon deustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",3,2023-06-27,"6.27.2023",2023,6,27,NA,"Sphaeralcea munroana (Douglas ex Lindl) Spach","(Douglas ex Lindl.) Spach",NA,"Malvaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.4mi at 85° from Palomino lk.",NA,NA,42.899,-117.9342,"+/- 5m'","WGS84",NA,"1,261","1,261",NA,NA,NA,NA,NA,NA,NA,"Rim of dry lake, lithosols derived from lava flows",NA,"Artemisia tridentata, Poa secunda, Erigeron linearis, Astragalus curvicarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",4,2023-06-29,"6.29.2023",2023,6,29,NA,"Eriogonum sphaerocephalum Douglas ex Benth.","Douglas ex Benth.",NA,"Polygonaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 115° from Big Basin.",NA,NA,42.7758,-117.951,"+/- 5m'","WGS84",NA,"1,355","1,355",NA,NA,NA,NA,NA,NA,NA,"Gravelly ridge rising from silty basalt flows.",NA,"Achnatherum thurberianum, Poa secunda, Erigeron spp., Eriogonum ovalifolium var. purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",5,2023-06-29,"6.29.2023",2023,6,29,NA,"Eriogonum ovalifolium Nutt.","(Nutt.) Durand",NA,"Polygonaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 115° from Big Basin.",NA,NA,42.7758,-117.951,"+/- 5m'","WGS84",NA,"1,355","1,355",NA,NA,NA,NA,NA,NA,NA,"Gravelly ridge rising from silty basalt flows.",NA,"Achnatherum thurberianum, Poa secunda, Erigeron spp., Eriogonum ovalifolium var. purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",6,2023-07-03,"7.03.2023",2023,7,3,NA,"Helianthus annuus (L.)","L.",NA,"Asteraceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 324° from Warm Springs crk.",NA,NA,43.5944,-118.2575,"+/- 5m'","WGS84",NA,"1,043","1,043",NA,NA,NA,NA,NA,NA,NA,"Gravelly shores of resevoir.",NA,"Eriogonum microthecum, Peraphyllum ramosissimum, Purshia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",7,2023-07-04,"7.04.2023",2023,7,4,NA,"Erigeron linearis (Hook.) Piper","(Hook.) Piper",NA,"Asteraceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.3mi at 154° from Surprise lk. rsvr.",NA,NA,43.453,-119.8318,"+/- 5m'","WGS84",NA,"1,425","1,425",NA,NA,NA,NA,NA,NA,NA,"Silty sagebrush flats.",NA,"Artemisia tridentata ssp. wyomingensis, Poa secunda, Eriocoma thurberiana, Elymus elymoides, Ionactis alpina, Crepis acuminata, Phlox hoodii, Delphinium andersonii, Alyssum desertorum, Lewisia rediviva, Antennaria dimorpha, Eriogonum ovalifolium, Phlox longifolia, Bromus tectorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",8,2023-07-05,"7.05.2023",2023,7,5,NA,"Lomatium triternatum (Pursh) J.M. Coult. & Rose","(Pursh) J.M. Coult. & Rose",NA,"Apiaceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 213° from Obiaque Water Hole.",NA,NA,43.4776,-119.3516,"+/- 5m'","WGS84",NA,"1,353","1,353",NA,NA,NA,NA,NA,NA,NA,"Rim of lava rocks descending to a sage flats.",NA,"Artemisia tridentata, Lomatium nudicaule, Erigeron linearis, Erigeron pumilus, Festuca oregona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",9,2023-07-06,"7.06.2023",2023,7,6,NA,"Erigeron filifolius (Hook.) Nutt.","(Hook.) Nutt.",NA,"Asteraceae","R.C. Benkendorf",2023-08-31,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.3mi at 153° from Surprise lk. rsvr.",NA,NA,43.453,-119.8316,"+/- 5m'","WGS84",NA,"1,425","1,425",NA,NA,NA,NA,NA,NA,NA,"Silty sagebrush flats.",NA,"Artemisia tridentata ssp. wyomingensis, Poa secunda, Eriocoma thurberiana, Elymus elymoides, Ionactis alpina, Crepis acuminata, Phlox hoodii, Delphinium andersonii, Alyssum desertorum, Lewisia rediviva, Antennaria dimorpha, Eriogonum ovalifolium, Phlox longifolia, Bromus tectorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",10,2023-08-02,"08.02.2023",2023,8,2,NA,"Erigeron pumilus Nutt.","Nutt.",NA,"Asteraceae","R.C. Benkendorf",2023-10-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",11,2023-08-28,"8.28.2023",2023,8,28,NA,"Artemisia tripartita Rydb.","Rydb.",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"Drinkwater Pass.",NA,NA,43.7843,-118.2783,"+/- 5m'","WGS84",NA,"1,283","1,283",NA,NA,NA,NA,NA,NA,NA,"Sage plateau",NA,"Artemisia tridentata ssp. vaseyana, Juniperus occidentalis, Poa secunda, Pseudoroegneria spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",12,2023-08-29,"8.29.2023",2023,8,29,NA,"Artemisia arbuscula Nutt.","Nutt.",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"3.3mi at 113° from Roaring Springs cnyn.",NA,NA,42.6353,-118.9269,"+/- 5m'","WGS84",NA,"1,705","1,705",NA,NA,NA,NA,NA,NA,NA,"Sage meadows South facing slope",NA,"Artemisia arbuscula, Artemisia cana, Juniperus occidentalis, Lomatium cous, Microseris nutans, Trifolium longipes, Agoseris glauca, Agoseris heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",13,2023-08-30,"8.30.2023",2023,8,30,NA,"Artemisia nova A. Nelson","A. Nelson",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.3mi at 355° from Little Grassy rsvr.",NA,NA,42.8244,-117.3179,"+/- 5m'","WGS84",NA,"1,380","1,380",NA,NA,NA,NA,NA,NA,NA,"Sandy foothills",NA,"Artemisia tridentata, Bromus tectorum, Erigeron pumilus, Lupinus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",14,2023-08-31,"8.31.2023",2023,8,31,NA,"Purshia tridentata Curran","Curran",NA,"Rosaceae","R.C. Benkendorf",2023-10-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 180° from Corta rsvr.",NA,NA,42.699,-117.0361,"+/- 5m'","WGS84",NA,"1,511","1,511",NA,NA,NA,NA,NA,NA,NA,"Sage flats",NA,"Artemisia arbuscula, Artemisia tridentata, Bromus tectorum, Elymus elymoides, Poa bulbosa, Poa secunda, Purshia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",15,2023-08-29,"8.29.2023",2023,8,29,NA,"Artemisia tridentata Nutt.","Beetle & Young",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.5mi at 10° from Folly Farm Flat.",NA,NA,43.0413,-118.2121,"+/- 5m'","WGS84",NA,"1,238","1,238",NA,NA,NA,NA,NA,NA,NA,"Wide playa in a flat valley",NA,"Artemisia tridentata, Poa secunda, Eriogonum ssp., Erigeron linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",16,2023-09-05,"9.5.2023",2023,9,5,NA,"Artemisia tridentata Nutt.","Nutt.",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.5mi at 98° from Medlin rsvr.",NA,NA,43.8621,-117.7196,"+/- 5m'","WGS84",NA,"1,029","1,029",NA,NA,NA,NA,NA,NA,NA,"Steep sided valley",NA,"Artemisia tridentata, Bromus tectorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",17,2023-09-06,"9.6.2023",2023,9,6,NA,"Artemisia arbuscula Nutt.","Nutt.",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.9mi at 131° from Obiaque Water Hole.",NA,NA,43.4769,-119.3315,"+/- 5m'","WGS84",NA,"1,369","1,369",NA,NA,NA,NA,NA,NA,NA,"Sage flats",NA,"Achnatherum hymenoides, Artemisia tridentata, Eriogonum ovalifolium, Nothocalais troximoides, Erigeron linearis, Lomatium ssp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",18,2023-09-06,"9.6.2023",2023,9,6,NA,"Artemisia cana Pursh","Pursh",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"2.7mi at 353° from Wilson crk.",NA,NA,43.3734,-119.5762,"+/- 5m'","WGS84",NA,"1,296","1,296",NA,NA,NA,NA,NA,NA,NA,"Sage flats in and around dry silted lake.",NA,"Achnatherum thurberianum, Artemisia tridentata ssp. wyomingensis, Chrysothamnus viscidiflorus, Ericameria nauseosa, Poa secunda, Pseudoroegneria spicata, Erigeron bloomeri, Lomatium sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",19,2023-09-06,"9.6.2023",2023,9,6,NA,"Tetradymia canescens DC.","DC.",NA,"Asteraceae","R.C. Benkendorf",2023-10-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 337° from Browns Horse Corral Waterhole.",NA,NA,42.969,-119.919,"+/- 5m'","WGS84",NA,"1,634","1,634",NA,NA,NA,NA,NA,NA,NA,"Gravelly plateau dominated by sage.",NA,"Achnatherum thurberianum, Artemisia arbuscula, Chrysothamnus viscidiflorus, Elymus elymoides, Leymus cinereus, Poa secunda, Crepis acuminata, Allium acuminatum, Erigeron bloomeri, Erigeron linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",20,2023-09-06,"9.6.2023",2023,9,6,NA,"Artemisia nova A. Nelson","A. Nelson",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 337° from Browns Horse Corral Waterhole.",NA,NA,42.969,-119.919,"+/- 5m'","WGS84",NA,"1,634","1,634",NA,NA,NA,NA,NA,NA,NA,"Gravelly plateau dominated by sage.",NA,"Achnatherum thurberianum, Artemisia arbuscula, Chrysothamnus viscidiflorus, Elymus elymoides, Leymus cinereus, Poa secunda, Crepis acuminata, Allium acuminatum, Erigeron bloomeri, Erigeron linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",21,2023-09-06,"9.6.2023",2023,9,6,NA,"Chrysothamnus viscidiflorus (Hook.) Nutt.","(Hook.) Nutt.",NA,"Asteraceae","R.C. Benkendorf",2023-10-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"1.2mi at 337° from Browns Horse Corral Waterhole.",NA,NA,42.969,-119.919,"+/- 5m'","WGS84",NA,"1,634","1,634",NA,NA,NA,NA,NA,NA,NA,"Gravelly plateau dominated by sage.",NA,"Achnatherum thurberianum, Artemisia arbuscula, Chrysothamnus viscidiflorus, Elymus elymoides, Leymus cinereus, Poa secunda, Crepis acuminata, Allium acuminatum, Erigeron bloomeri, Erigeron linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",22,2023-09-06,"9.6.2023",2023,9,6,NA,"Artemisia tridentata Nutt.","Beetle & Young",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.6mi at 311° from Soup lk.s.",NA,NA,42.7545,-120.0542,"+/- 5m'","WGS84",NA,"1,568","1,568",NA,NA,NA,NA,NA,NA,NA,"Foothills",NA,"Bromus tectorum, Chrysothamnus viscidiflorus, Poa secunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",23,2023-09-07,"9.7.2023",2023,9,7,NA,"Artemisia cana Pursh","Pursh",NA,"Asteraceae","R. Rosentreter",2023-09-13,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"3.3mi at 113° from Roaring Springs cnyn.",NA,NA,42.6353,-118.9269,"+/- 5m'","WGS84",NA,"1,705","1,705",NA,NA,NA,NA,NA,NA,NA,"Sage meadows at the fringes of seasonal lake.",NA,"Artemisia arbuscula, Artemisia cana,  Juniperus occidentalis, Agoseris glauca, Agoseris heterophylla, Collinsia parviflora, Lomatium cous, Microseris nutans, Trifolium longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",24,2023-10-16,"10.16.2023",2023,10,16,NA,"Penstemon deustus Douglas","Douglas",NA,"Plantaginaceae","R.C. Benkendorf",2023-11-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"3.3mi at 113° from Roaring Springs cnyn.",NA,NA,42.6353,-118.9269,"+/- 5m'","WGS84",NA,"1,705","1,705",NA,NA,NA,NA,NA,NA,NA,"Sage meadows at the fringes of seasonal lake.",NA,"Artemisia arbuscula, Artemisia cana,  Juniperus occidentalis, Agoseris glauca, Agoseris heterophylla, Collinsia parviflora, Lomatium cous, Microseris nutans, Trifolium longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",25,2023-08-02,"08.02.2023",2023,8,2,NA,"Chrysothamnus viscidiflorus (Hook.) Nutt.","(Hook.) Nutt.",NA,"Asteraceae","R.C. Benkendorf",2023-11-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
NA,NA,"Logan Rees","Linda Martin",26,2023-08-02,"08.02.2023",2023,8,2,NA,"Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird","(Pall. ex Pursh) G.L. Nesom & G.I. Baird",NA,"Asteraceae","R.C. Benkendorf",2023-11-01,"Intermountain Flora",NA,NA,"U.S.A.","Oregon",NA,"0.7mi at 33° from Corral crk.",NA,NA,42.7581,-118.7203,"+/- 5m'","WGS84",NA,"1,989","1,989",NA,NA,NA,NA,NA,NA,NA,"Sage meadows",NA,"Artemisia tridentata, Elymus elymoides, Festuca idahoensis, Poa secunda, Symphoricarpos sp., Bromus sp., Poa bulbosa, Androsace sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeds of Success",NA
